duration,input.bin,input.doc_len,input.document_id,input.document_title,input.index,input.query_id,input.topic_description,input.topic_query,job,output.relevant_snippets,output.relevant_snippets.annotations,output.relevant_snippets.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,max_relevance_score,none_score,nist_rel,nist_rel_binary,crowd_rel_binary,crowd_rel_ternary
45.7142857143,2,618,886619,Scenes From the Yankees' Parade,1967,626,Find reports of human stampedes that have resulted in 20 or more deaths.,human stampede,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 2, 's2': 2, 's1': 2, 's7': 2, 's6': 2, 's5': 2, 's4': 2})",21,9,7,0.9848123902,"Counter({'none': 0.9939822970995311, 's8': 0.006017702900468811, 's3': 0.006017702900468811, 's2': 0.006017702900468811, 's1': 0.006017702900468811, 's7': 0.006017702900468811, 's6': 0.006017702900468811, 's5': 0.006017702900468811, 's4': 0.006017702900468811})",0.5238095238,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857})",0.0060177029,0.9939822971,0,0,0,0
44.4285714286,2,696,886685,"Calendar: Crafts Sale, Exhibitions And Tours",1276,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
54.5714285714,2,589,886713,"French Said to Know That Official, Now Dead, Spied for Soviets",10483,620,How did France respond to protests against its nuclear testing in the South Pacific?,France nuclear testing,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 2, 's2': 2, 's7': 2, 's9': 2, 's5': 2, 's4': 2, 's6': 2, 's11': 1, 's10': 1, 's1': 1})",24,12,7,0.9865233847,"Counter({'none': 0.9945848708744763, 's8': 0.00541512912552378, 's3': 0.00541512912552378, 's2': 0.00541512912552378, 's7': 0.00541512912552378, 's9': 0.00541512912552378, 's5': 0.00541512912552378, 's4': 0.00541512912552378, 's6': 0.00541512912552378, 's11': 0.00388779584438132, 's10': 0.00388779584438132, 's1': 0.00388779584438132})",0.5168001364,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's7': 0.2857142857142857, 's9': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's6': 0.2857142857142857, 's11': 0.14285714285714285, 's10': 0.14285714285714285, 's1': 0.14285714285714285})",0.0054151291,0.9945848709,0,0,0,0
112.8571428571,2,896,888096,"Hormone Therapy Can Increase Bone Mass, New Study Says",5634,356,Identify documents discussing the use of estrogen by postmenopausal women in Britain.,postmenopausal estrogen Britain,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s8': 4, 's10': 3, 's9': 3, 's1': 3, 'none': 2, 's13': 2, 's12': 2, 's5': 2, 's4': 2, 's3': 2, 's2': 2, 's11': 1, 's7': 1, 's6': 1})",30,14,7,0.2209875847,"Counter({'none': 0.4902863340138961, 's1': 0.3494564581979213, 's8': 0.3353028927502755, 's9': 0.22904915393646175, 's13': 0.17785106285211028, 's10': 0.1636974974044645, 's12': 0.05463838070063347, 's5': 0.05463838070063347, 's4': 0.05463838070063347, 's3': 0.05463838070063347, 's2': 0.05463838070063347, 's11': 0.0034402896162820163, 's7': 0.0034402896162820163, 's6': 0.0034402896162820163})",0.2338898085,"Counter({'s8': 0.5714285714285714, 's10': 0.42857142857142855, 's9': 0.42857142857142855, 's1': 0.42857142857142855, 'none': 0.2857142857142857, 's13': 0.2857142857142857, 's12': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's11': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285})",0.3494564582,0.490286334,0,0,1,2
69.2857142857,2,787,888452,New York Official Seeks to Overhaul Special Education,5942,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's13': 1, 's1': 1, 's9': 1, 's5': 1, 's14': 1, 's4': 1})",12,7,7,0.9044394217,"Counter({'none': 0.957873998972759, 's13': 0.04212600102724098, 's1': 0.04212600102724098, 's9': 0.04212600102724098, 's5': 0.04212600102724098, 's14': 0.04212600102724098, 's4': 0.04212600102724098})",0.7142857143,"Counter({'none': 0.8571428571428571, 's13': 0.14285714285714285, 's1': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's14': 0.14285714285714285, 's4': 0.14285714285714285})",0.042126001,0.957873999,0,0,0,0
106.7142857143,2,874,888758,Doctor's Speakers Aid in Workers' Health,2162,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's7': 2, 's3': 1, 's12': 1, 's11': 1, 's10': 1, 's9': 1, 's5': 1, 's4': 1, 's13': 1, 's2': 1, 's6': 1, 's1': 1})",20,14,7,0.8399856949,"Counter({'none': 0.9294767650129961, 's8': 0.07052323498700387, 's7': 0.07052323498700387, 's3': 0.0014020904945137315, 's12': 0.0014020904945137315, 's11': 0.0014020904945137315, 's10': 0.0014020904945137315, 's9': 0.0014020904945137315, 's5': 0.0014020904945137315, 's4': 0.0014020904945137315, 's13': 0.0014020904945137315, 's2': 0.0014020904945137315, 's6': 0.0014020904945137315, 's1': 0.0014020904945137315})",0.4948682033,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's7': 0.2857142857142857, 's3': 0.14285714285714285, 's12': 0.14285714285714285, 's11': 0.14285714285714285, 's10': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's6': 0.14285714285714285, 's1': 0.14285714285714285})",0.070523235,0.929476765,2,1,0,0
92.2857142857,2,821,889175,It's Health Reference Data (Do Not Take as Medicine),2132,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's9': 1, 's5': 1, 's6': 1, 's4': 1})",15,10,7,0.9969680115,"Counter({'none': 0.998737317612625, 's8': 0.0012626823873747562, 's3': 0.0012626823873747562, 's2': 0.0012626823873747562, 's1': 0.0012626823873747562, 's7': 0.0012626823873747562, 's9': 0.0012626823873747562, 's5': 0.0012626823873747562, 's6': 0.0012626823873747562, 's4': 0.0012626823873747562})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285})",0.0012626824,0.9987373176,0,0,0,0
53.8571428571,2,695,889213,Legislator Presses to Revive Effort for Peace in Ulster,941,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's1': 2, 's8': 1, 's3': 1, 's7': 1, 's6': 1, 's5': 1, 's4': 1})",13,8,7,0.790874766,"Counter({'none': 0.9045690215327253, 's1': 0.09543097846727457, 's8': 0.0011845776760059028, 's3': 0.0011845776760059028, 's7': 0.0011845776760059028, 's6': 0.0011845776760059028, 's5': 0.0011845776760059028, 's4': 0.0011845776760059028})",0.4941887844,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.0954309785,0.9045690215,0,0,1,1
128.5714285714,2,505,889225,The President's Next Welfare Test,5953,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's7': 2, 's5': 2, 's4': 2, 's3': 1, 's2': 1, 's1': 1, 's6': 1})",15,8,7,0.8458895092,"Counter({'none': 0.9323023826497754, 's7': 0.06769761735022452, 's5': 0.06769761735022452, 's4': 0.06769761735022452, 's6': 0.06635170368353766, 's3': 0.0013459136666868633, 's2': 0.0013459136666868633, 's1': 0.0013459136666868633})",0.5053510684,"Counter({'none': 0.7142857142857143, 's7': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's6': 0.14285714285714285})",0.0676976174,0.9323023826,0,0,0,0
183.1428571429,2,581,889500,Pataki Is Urged to Seek Waiving of Work Rule to Obtain Food Stamps,5445,646,Find documents that discuss an increase in the number of people receiving food stamp benefits.,food stamps increase,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
98.8571428571,2,802,890615,A small thing like a new bump maker might make mountains if understood differently.,4813,439,What new inventions or scientific discoveries have been made?,"inventions, scientific discoveries",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's13': 1, 's2': 1, 's1': 1, 's10': 1, 's7': 1, 's9': 1, 's5': 1, 's12': 1, 's11': 1})",16,11,7,0.9940825624,"Counter({'none': 0.9975302364078031, 's8': 0.0024697635921968487, 's13': 0.0024697635921968487, 's2': 0.0024697635921968487, 's1': 0.0024697635921968487, 's10': 0.0024697635921968487, 's7': 0.0024697635921968487, 's9': 0.0024697635921968487, 's5': 0.0024697635921968487, 's12': 0.0024697635921968487, 's11': 0.0024697635921968487})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's12': 0.14285714285714285, 's11': 0.14285714285714285})",0.0024697636,0.9975302364,0,0,0,0
294.7142857143,2,690,891010,Political Gambling,12389,372,Identify documents that discuss the growth of Native American casino gambling.,Native American casino,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 4, 's3': 3, 's2': 3, 's10': 3, 's7': 3, 's5': 3, 's6': 3, 's1': 3, 's8': 2, 's11': 2, 's9': 2, 's4': 2})",33,12,7,0.9776344329,"Counter({'none': 0.9915205175865338, 's3': 0.00847948241346605, 's2': 0.00847948241346605, 's10': 0.00847948241346605, 's7': 0.00847948241346605, 's5': 0.00847948241346605, 's6': 0.00847948241346605, 's1': 0.00847948241346605, 's8': 0.007378304648654477, 's4': 0.007378304648654477, 's11': 0.004624088686991437, 's9': 0.004624088686991437})",0.4088974212,"Counter({'none': 0.5714285714285714, 's3': 0.42857142857142855, 's2': 0.42857142857142855, 's10': 0.42857142857142855, 's7': 0.42857142857142855, 's5': 0.42857142857142855, 's6': 0.42857142857142855, 's1': 0.42857142857142855, 's8': 0.2857142857142857, 's11': 0.2857142857142857, 's9': 0.2857142857142857, 's4': 0.2857142857142857})",0.0084794824,0.9915205176,0,0,0,0
56,2,528,891018,"All Colombia Is a Smugglers' Cove (It's an Old, Old Custom)",10196,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's2': 1, 's1': 1, 's7': 1, 's6': 1, 's5': 1, 's4': 1})",12,7,7,0.9971358092,"Counter({'none': 0.998815422323994, 's2': 0.0011845776760059028, 's1': 0.0011845776760059028, 's7': 0.0011845776760059028, 's6': 0.0011845776760059028, 's5': 0.0011845776760059028, 's4': 0.0011845776760059028})",0.7142857143,"Counter({'none': 0.8571428571428571, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.0011845777,0.9988154223,0,0,0,0
51.5714285714,2,617,891140,Politics Defeating Love In Contemporary Cuba,6937,414,How much sugar does Cuba export and which countries import it?,"Cuba, sugar, exports",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's9': 1, 's5': 1, 's6': 1, 's4': 1})",15,10,7,0.9917487907,"Counter({'none': 0.9965894037030092, 's8': 0.0034105962969907737, 's3': 0.0034105962969907737, 's2': 0.0034105962969907737, 's1': 0.0034105962969907737, 's7': 0.0034105962969907737, 's9': 0.0034105962969907737, 's5': 0.0034105962969907737, 's6': 0.0034105962969907737, 's4': 0.0034105962969907737})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285})",0.0034105963,0.9965894037,0,0,0,0
122.5714285714,2,543,892027,The I.R.A. Edges Toward a Truce,937,404,How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence?,"Ireland, peace talks",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s3': 4, 's2': 4, 's1': 4, 's7': 4, 's6': 4, 's5': 4, 's4': 4, 'none': 3})",31,8,7,0.9449319554,"Counter({'none': 0.9809502283209205, 's3': 0.019049771679079414, 's2': 0.019049771679079414, 's1': 0.019049771679079414, 's7': 0.019049771679079414, 's6': 0.019049771679079414, 's5': 0.019049771679079414, 's4': 0.019049771679079414})",0.4285714286,"Counter({'s3': 0.5714285714285714, 's2': 0.5714285714285714, 's1': 0.5714285714285714, 's7': 0.5714285714285714, 's6': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 'none': 0.42857142857142855})",0.0190497717,0.9809502283,1,1,0,0
90.1428571429,2,530,892030,Fresh Thinking on Special Education,5974,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's6': 1, 's5': 1, 's4': 1})",13,8,7,0.9917815826,"Counter({'none': 0.996580214428129, 's3': 0.0034197855718710373, 's2': 0.0034197855718710373, 's1': 0.0034197855718710373, 's7': 0.0034197855718710373, 's6': 0.0034197855718710373, 's5': 0.0034197855718710373, 's4': 0.0034197855718710373})",0.7142857143,"Counter({'none': 0.8571428571428571, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.0034197856,0.9965802144,2,1,0,0
54.4285714286,2,754,892090,Metro Digest,5970,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's1': 1})",7,2,7,0.9044394217,"Counter({'none': 0.957873998972759, 's1': 0.04212600102724098})",0.7142857143,"Counter({'none': 0.8571428571428571, 's1': 0.14285714285714285})",0.042126001,0.957873999,0,0,0,0
136.7142857143,2,921,892113,"100,000 Serbs Take to Streets Against Milosevic",3151,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's9': 1, 's8': 1, 's13': 1, 's2': 1, 's11': 1, 's10': 1, 's7': 1, 's5': 1, 's16': 1, 's3': 1, 's15': 1, 's12': 1, 's6': 1, 's4': 1, 's1': 1, 's14': 1})",22,17,7,0.9922080676,"Counter({'none': 0.9967489970014758, 's9': 0.003251002998524318, 's8': 0.003251002998524318, 's13': 0.003251002998524318, 's2': 0.003251002998524318, 's11': 0.003251002998524318, 's10': 0.003251002998524318, 's7': 0.003251002998524318, 's5': 0.003251002998524318, 's16': 0.003251002998524318, 's3': 0.003251002998524318, 's15': 0.003251002998524318, 's12': 0.003251002998524318, 's6': 0.003251002998524318, 's4': 0.003251002998524318, 's1': 0.003251002998524318, 's14': 0.003251002998524318})",0.7142857143,"Counter({'none': 0.8571428571428571, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's11': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's16': 0.14285714285714285, 's3': 0.14285714285714285, 's15': 0.14285714285714285, 's12': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285, 's1': 0.14285714285714285, 's14': 0.14285714285714285})",0.003251003,0.996748997,0,0,0,0
72.1428571429,2,761,892217,Some analysts see a silver lining to Chiron's cloud.,5047,427,Find documents that discuss the damage ultraviolet (UV) light from the sun can do to eyes.,"UV damage, eyes",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
148,2,862,892313,A Former Stronghold Turns Against President of Serbia,7806,423,"Find references to Milosevic's wife, Mirjana Markovic.","Milosevic, Mirjana Markovic",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's13': 1, 's2': 1, 's1': 1, 's10': 1, 's7': 1, 's6': 1, 's4': 1, 's3': 1, 's12': 1, 's14': 1, 's11': 1})",17,12,7,0.9940825624,"Counter({'none': 0.9975302364078031, 's13': 0.0024697635921968487, 's2': 0.0024697635921968487, 's1': 0.0024697635921968487, 's10': 0.0024697635921968487, 's7': 0.0024697635921968487, 's6': 0.0024697635921968487, 's4': 0.0024697635921968487, 's3': 0.0024697635921968487, 's12': 0.0024697635921968487, 's14': 0.0024697635921968487, 's11': 0.0024697635921968487})",0.7142857143,"Counter({'none': 0.8571428571428571, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285, 's3': 0.14285714285714285, 's12': 0.14285714285714285, 's14': 0.14285714285714285, 's11': 0.14285714285714285})",0.0024697636,0.9975302364,2,1,0,0
158.8571428571,2,799,893402,Questions on Estrogen Therapy and Alcohol,5637,356,Identify documents discussing the use of estrogen by postmenopausal women in Britain.,postmenopausal estrogen Britain,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 3, 's8': 2, 's1': 2, 's10': 2, 's7': 2, 's6': 2, 's3': 1, 's2': 1, 's9': 1, 's5': 1, 's4': 1, 's11': 1})",19,12,7,0.3935106644,"Counter({'none': 0.6902567644569948, 's8': 0.1502136607293825, 's1': 0.09465631540322143, 's7': 0.09465631540322143, 's6': 0.09465631540322143, 's10': 0.0686370323030373, 's4': 0.06675514585671918, 's3': 0.001881886446318121, 's2': 0.001881886446318121, 's9': 0.001881886446318121, 's5': 0.001881886446318121, 's11': 0.001881886446318121})",0.1946455772,"Counter({'none': 0.42857142857142855, 's8': 0.2857142857142857, 's1': 0.2857142857142857, 's10': 0.2857142857142857, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's11': 0.14285714285714285})",0.1502136607,0.6902567645,0,0,1,1
89.5714285714,2,822,893778,Pope's Talk With Anglican Leader Appears to Stall,8054,445,What other countries besides the United States are considering or have approved women as clergy persons?,women clergy,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's3': 1, 's12': 1, 's1': 1, 's7': 1, 's9': 1, 's5': 1, 's6': 1, 's4': 1, 's11': 1})",16,11,7,0.9940825624,"Counter({'none': 0.9975302364078031, 's8': 0.0024697635921968487, 's3': 0.0024697635921968487, 's12': 0.0024697635921968487, 's1': 0.0024697635921968487, 's7': 0.0024697635921968487, 's9': 0.0024697635921968487, 's5': 0.0024697635921968487, 's6': 0.0024697635921968487, 's4': 0.0024697635921968487, 's11': 0.0024697635921968487})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's12': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285, 's11': 0.14285714285714285})",0.0024697636,0.9975302364,1,1,0,0
95.4285714286,2,731,894582,METRO DIGEST,9387,442,Find accounts of selfless heroic acts by individuals or small groups for the benefit of others or a cause.,heroic acts,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's4': 2, 's9': 1, 's8': 1, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's5': 1, 's6': 1})",15,10,7,0.879290417,"Counter({'none': 0.9481206248562376, 's4': 0.05187937514376232, 's9': 0.0036326820109010513, 's8': 0.0036326820109010513, 's3': 0.0036326820109010513, 's2': 0.0036326820109010513, 's1': 0.0036326820109010513, 's7': 0.0036326820109010513, 's5': 0.0036326820109010513, 's6': 0.0036326820109010513})",0.4920634921,"Counter({'none': 0.7142857142857143, 's4': 0.2857142857142857, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285})",0.0518793751,0.9481206249,2,1,0,0
141,2,917,894718,Big Jury Award In Injury Case Over Keyboards,2160,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's1': 2, 's10': 2, 's15': 2, 's3': 1, 's2': 1, 's7': 1, 's16': 1, 's9': 1, 's13': 1, 's5': 1, 's4': 1, 's14': 1})",20,13,7,0.8409649776,"Counter({'none': 0.9313629676969627, 's1': 0.0686370323030373, 's10': 0.0686370323030373, 's15': 0.0686370323030373, 's3': 0.001881886446318121, 's2': 0.001881886446318121, 's7': 0.001881886446318121, 's16': 0.001881886446318121, 's9': 0.001881886446318121, 's13': 0.001881886446318121, 's5': 0.001881886446318121, 's4': 0.001881886446318121, 's14': 0.001881886446318121})",0.5,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857, 's10': 0.2857142857142857, 's15': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's7': 0.14285714285714285, 's16': 0.14285714285714285, 's9': 0.14285714285714285, 's13': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's14': 0.14285714285714285})",0.0686370323,0.9313629677,1,1,0,0
62,2,951,894831,"Joseph Quinlan, 71, Is Dead; Sought Daughter's Right to Die",11310,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 2, 's12': 1, 's1': 1, 's10': 1, 's17': 1, 's16': 1, 's15': 1, 's9': 1, 's13': 1, 's5': 1, 's2': 1, 's6': 1, 's7': 1, 's11': 1, 's14': 1, 's4': 1})",24,18,7,0.7537822341,"Counter({'none': 0.8854719743457942, 's8': 0.11452802565420574, 's3': 0.11452802565420574, 's12': 0.0014873217461445563, 's1': 0.0014873217461445563, 's10': 0.0014873217461445563, 's17': 0.0014873217461445563, 's16': 0.0014873217461445563, 's15': 0.0014873217461445563, 's9': 0.0014873217461445563, 's13': 0.0014873217461445563, 's5': 0.0014873217461445563, 's2': 0.0014873217461445563, 's6': 0.0014873217461445563, 's7': 0.0014873217461445563, 's11': 0.0014873217461445563, 's14': 0.0014873217461445563, 's4': 0.0014873217461445563})",0.4925236748,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's12': 0.14285714285714285, 's1': 0.14285714285714285, 's10': 0.14285714285714285, 's17': 0.14285714285714285, 's16': 0.14285714285714285, 's15': 0.14285714285714285, 's9': 0.14285714285714285, 's13': 0.14285714285714285, 's5': 0.14285714285714285, 's2': 0.14285714285714285, 's6': 0.14285714285714285, 's7': 0.14285714285714285, 's11': 0.14285714285714285, 's14': 0.14285714285714285, 's4': 0.14285714285714285})",0.1145280257,0.8854719743,2,1,1,1
49.8571428571,2,860,895036,Liberal Allies Split in Bid For New Labor Secretary,5608,321,"Pertinent documents will reflect the fact that women continue to be poorly represented in parliaments across the world, and the gap in political power between the sexes is very wide, particularly in the Third World.",Women in Parliaments,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
89,2,583,897537,Caviar Becomes Endangered Delicacy,9804,347,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,Wildlife Extinction,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
168.7142857143,2,621,897663,Food Stamps for the Unemployed,5460,646,Find documents that discuss an increase in the number of people receiving food stamp benefits.,food stamps increase,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,1,1,0,0
64.8571428571,2,791,897759,Cambodia's 2 Premiers Fight Over Ex-Rebels' Loyalty,436,355,Identify documents discussing the development and application of space-borne ocean remote sensing.,ocean remote sensing,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's9': 1, 's2': 1, 's1': 1, 's10': 1, 's7': 1, 's6': 1, 's5': 1, 's4': 1, 's11': 1})",15,10,7,0.9968899705,"Counter({'none': 0.9987197935762843, 's9': 0.0012802064237159114, 's2': 0.0012802064237159114, 's1': 0.0012802064237159114, 's10': 0.0012802064237159114, 's7': 0.0012802064237159114, 's6': 0.0012802064237159114, 's5': 0.0012802064237159114, 's4': 0.0012802064237159114, 's11': 0.0012802064237159114})",0.7142857143,"Counter({'none': 0.8571428571428571, 's9': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's11': 0.14285714285714285})",0.0012802064,0.9987197936,0,0,0,0
